"customer_id","region","country","acquisition_chan","total_spent","revenue_share_percent"
"11050","North America","Canada","Organic","1733.29","0.0005"
"12106","North America","Canada","Email","1732.8600000000001","0.0005"
"11914","Middle East","UAE","Email","1728.75","0.0005"
"10991","Middle East","UAE","Organic","1727.98","0.0005"
"12222","Latin America","Chile","Influencer","1720.72","0.0005"
"12438","Southeast Asia","Indonesia","Influencer","1719.41","0.0005"
"12129","Southeast Asia","Indonesia","Referral","1719.35","0.0005"
"12790","Latin America","Argentina","Social Ads","1717.96","0.0005"
"12262","Southeast Asia","Indonesia","Social Ads","1715.17","0.0005"
"11102","North America","USA","Referral","1713.68","0.0005"
"11716","Latin America","Chile","Organic","1713.26","0.0005"
"10719","Latin America","Chile","Organic","1711.78","0.0005"
"12384","Latin America","Brazil","Email","1709.45","0.0005"
"10224","Southeast Asia","Philippines","Organic","1698.56","0.0005"
"11893","Europe","Germany","Organic","1697.5","0.0005"
"12582","Middle East","Turkey","Referral","1692.39","0.0005"
"12593","Southeast Asia","Vietnam","Social Ads","1691.27","0.0005"
"11998","Southeast Asia","Philippines","Referral","1689.81","0.0005"
"12017","North America","USA","Influencer","1689.33","0.0005"
"12740","Southeast Asia","Thailand","Referral","1689.32","0.0005"
"11722","North America","Canada","Organic","1686.95","0.0005"
"10092","Middle East","Turkey","Influencer","1686.62","0.0005"
"12914","North America","USA","Social Ads","1685.46","0.0005"
"10187","Latin America","Argentina","Influencer","1685.33","0.0005"
"11158","Europe","Spain","Email","1684.8899999999999","0.0005"
"10996","Southeast Asia","Indonesia","Paid Search","1682.71","0.0005"
"12911","Europe","France","Influencer","1680.9099999999999","0.0005"
"12569","North America","Mexico","Organic","1677.93","0.0005"
"10980","Middle East","Turkey","Organic","1675.7","0.0005"
"12423","Southeast Asia","Philippines","Influencer","1671.2199999999998","0.0005"
"10258","Southeast Asia","Thailand","Email","1670.8","0.0005"
"10265","Southeast Asia","Thailand","Influencer","1664.82","0.0005"
"10928","Southeast Asia","Philippines","Influencer","1662.06","0.0005"
"11583","Europe","UK","Organic","1660.74","0.0005"
"10137","North America","Mexico","Referral","1660.24","0.0005"
"12750","North America","Mexico","Organic","1659.71","0.0005"
"12827","North America","Canada","Referral","1658.97","0.0005"
"10734","Latin America","Brazil","Paid Search","1655.46","0.0005"
"11027","Europe","Poland","Email","1652.1299999999999","0.0005"
"11062","Europe","UK","Referral","1650.48","0.0005"
"11261","Latin America","Brazil","Influencer","1646.52","0.0005"
"10234","North America","Canada","Influencer","1644.14","0.0005"
"11550","Europe","Poland","Organic","1643.94","0.0005"
"11651","North America","Mexico","Paid Search","1643.54","0.0005"
"10404","Europe","Germany","Social Ads","1643.28","0.0005"
"11575","Latin America","Brazil","Paid Search","1643.09","0.0005"
"10642","North America","USA","Referral","1642.05","0.0005"
"12671","Middle East","Saudi Arabia","Social Ads","1641.22","0.0005"
"11951","Middle East","Saudi Arabia","Social Ads","1640.18","0.0005"
"12737","Southeast Asia","Indonesia","Social Ads","1635.59","0.0005"
"11407","Middle East","Turkey","Referral","1634.7","0.0005"
"11276","North America","USA","Influencer","1634.52","0.0005"
"10841","Southeast Asia","Philippines","Email","1633.41","0.0005"
"11898","Middle East","Turkey","Email","1632.27","0.0005"
"12986","North America","Mexico","Email","1632.2","0.0005"
"12380","Middle East","Saudi Arabia","Organic","1631.54","0.0005"
"10011","North America","USA","Referral","1631.53","0.0005"
"12831","Southeast Asia","Philippines","Social Ads","1630.5600000000002","0.0005"
"11708","North America","Mexico","Social Ads","1628.44","0.0005"
"12379","Europe","France","Organic","1627.85","0.0005"
"11003","Europe","Poland","Organic","1625.1","0.0005"
"11511","Middle East","UAE","Referral","1624.51","0.0005"
"10889","Latin America","Brazil","Referral","1623.68","0.0005"
"10501","North America","USA","Influencer","1623.48","0.0005"
"11171","North America","Mexico","Influencer","1622.45","0.0005"
"12706","Latin America","Chile","Social Ads","1622.07","0.0005"
"10906","Middle East","UAE","Email","1618.32","0.0005"
"11980","North America","USA","Organic","1616.64","0.0005"
"10707","Middle East","Turkey","Organic","1616.32","0.0005"
"11894","Europe","France","Email","1607.6499999999999","0.0005"
"11268","Southeast Asia","Thailand","Email","1606.1399999999999","0.0005"
"12966","Europe","France","Email","1603.75","0.0005"
"12201","Latin America","Chile","Paid Search","1601.79","0.0005"
"11148","Middle East","UAE","Social Ads","1598.14","0.0005"
"10776","Latin America","Chile","Paid Search","1593.69","0.0005"
"11573","Southeast Asia","Thailand","Organic","1583.48","0.0005"
"10537","North America","USA","Influencer","1582.95","0.0005"
"10503","Southeast Asia","Indonesia","Social Ads","1581.8700000000001","0.0005"
"11875","North America","Canada","Referral","1581.56","0.0005"
"10819","North America","USA","Email","1579.05","0.0005"
"11642","North America","Mexico","Email","1577.84","0.0005"
"11338","Middle East","Turkey","Influencer","1576.75","0.0005"
"12408","North America","Canada","Referral","1576.27","0.0005"
"10550","North America","USA","Referral","1575.42","0.0005"
"12548","Middle East","Saudi Arabia","Social Ads","1572.9399999999998","0.0005"
"10746","Southeast Asia","Vietnam","Paid Search","1572.52","0.0005"
"11783","Europe","France","Email","1571.95","0.0005"
"12354","North America","Canada","Influencer","1570.69","0.0005"
"11853","Europe","France","Email","1570.64","0.0005"
"10289","Latin America","Chile","Organic","1567.46","0.0005"
"12458","North America","USA","Influencer","1561.9","0.0004"
"11189","Europe","Germany","Referral","1555.3","0.0004"
"12885","Europe","Poland","Influencer","1554.8799999999999","0.0004"
"10758","North America","USA","Organic","1553.83","0.0004"
"12759","North America","Mexico","Paid Search","1552.96","0.0004"
"10626","Southeast Asia","Indonesia","Organic","1551.41","0.0004"
"12709","Latin America","Brazil","Social Ads","1548.5700000000002","0.0004"
"10788","Latin America","Argentina","Email","1543.98","0.0004"
"12598","North America","Canada","Email","1542.14","0.0004"
"12483","North America","Mexico","Organic","1541.87","0.0004"
"12163","North America","Mexico","Social Ads","1541.57","0.0004"
"12439","Southeast Asia","Vietnam","Paid Search","1537.47","0.0004"
"11016","Southeast Asia","Thailand","Social Ads","1537.31","0.0004"
"11441","Europe","Poland","Social Ads","1533.96","0.0004"
"12394","North America","USA","Organic","1529.44","0.0004"
"10082","Southeast Asia","Philippines","Influencer","1528.5800000000002","0.0004"
"11602","North America","USA","Email","1528.5700000000002","0.0004"
"11804","North America","Mexico","Organic","1526.78","0.0004"
"12575","Southeast Asia","Thailand","Referral","1526.26","0.0004"
"12611","Middle East","Saudi Arabia","Influencer","1522.9","0.0004"
"11089","North America","Mexico","Referral","1521.79","0.0004"
"12565","Europe","Spain","Organic","1520.94","0.0004"
"11574","Europe","Germany","Organic","1519.72","0.0004"
"11842","Latin America","Argentina","Organic","1519.36","0.0004"
"10850","Europe","Germany","Influencer","1518.9","0.0004"
"10712","Europe","UK","Influencer","1518.86","0.0004"
"10380","Southeast Asia","Thailand","Referral","1518.6399999999999","0.0004"
"11592","North America","Mexico","Paid Search","1518.3400000000001","0.0004"
"12249","Europe","UK","Organic","1518.03","0.0004"
"11769","Europe","Germany","Organic","1516.35","0.0004"
"12786","Europe","UK","Influencer","1515.1699999999998","0.0004"
"11404","Southeast Asia","Philippines","Organic","1514.86","0.0004"
"11927","Middle East","Turkey","Influencer","1512.44","0.0004"
"12543","Southeast Asia","Vietnam","Influencer","1505.99","0.0004"
"12074","North America","USA","Social Ads","1505.6399999999999","0.0004"
"12735","Middle East","UAE","Influencer","1502.3200000000002","0.0004"
"12924","North America","USA","Paid Search","1501.21","0.0004"
"10111","North America","Canada","Organic","1500.6100000000001","0.0004"
"12133","North America","Mexico","Email","1499.7","0.0004"
"10772","Europe","UK","Influencer","1498.45","0.0004"
"10824","Europe","France","Referral","1494.72","0.0004"
"10856","North America","Mexico","Social Ads","1493.3700000000001","0.0004"
"10762","Middle East","UAE","Influencer","1493.25","0.0004"
"11339","Southeast Asia","Indonesia","Referral","1493.14","0.0004"
"11633","Southeast Asia","Thailand","Social Ads","1493.06","0.0004"
"12150","Southeast Asia","Thailand","Paid Search","1492.0500000000002","0.0004"
"11760","North America","USA","Organic","1489.29","0.0004"
"11649","Latin America","Chile","Influencer","1488.05","0.0004"
"11850","Latin America","Chile","Email","1484.26","0.0004"
"12538","North America","USA","Influencer","1481.77","0.0004"
"10357","Southeast Asia","Thailand","Paid Search","1481.05","0.0004"
"10230","North America","USA","Social Ads","1479.52","0.0004"
"11063","Middle East","UAE","Referral","1479.44","0.0004"
"11920","Latin America","Chile","Email","1475.85","0.0004"
"10316","Southeast Asia","Indonesia","Email","1473.46","0.0004"
"12756","Southeast Asia","Philippines","Influencer","1469.97","0.0004"
"11509","Southeast Asia","Philippines","Organic","1469.86","0.0004"
"10182","Southeast Asia","Indonesia","Organic","1467.34","0.0004"
"10833","North America","Canada","Organic","1467.29","0.0004"
"11767","North America","USA","Influencer","1464.72","0.0004"
"12451","North America","USA","Email","1463.4299999999998","0.0004"
"11323","North America","USA","Organic","1462.6","0.0004"
"10656","Southeast Asia","Philippines","Organic","1458.6299999999999","0.0004"
"11570","North America","Mexico","Organic","1455.36","0.0004"
"10259","Europe","UK","Influencer","1453.51","0.0004"
"11701","Middle East","Saudi Arabia","Influencer","1451.5","0.0004"
"11514","North America","Mexico","Referral","1451.31","0.0004"
"10467","Europe","Germany","Social Ads","1451.16","0.0004"
"12419","North America","Mexico","Organic","1450.92","0.0004"
"10551","Latin America","Brazil","Social Ads","1450.71","0.0004"
"11303","Southeast Asia","Thailand","Social Ads","1449.32","0.0004"
"10871","Southeast Asia","Vietnam","Organic","1448.21","0.0004"
"11869","Southeast Asia","Vietnam","Email","1444.9299999999998","0.0004"
"11773","Europe","Germany","Social Ads","1444.23","0.0004"
"12587","Southeast Asia","Thailand","Organic","1443.7299999999998","0.0004"
"12668","Middle East","UAE","Email","1441.2","0.0004"
"11956","North America","USA","Paid Search","1440.98","0.0004"
"12946","Europe","UK","Organic","1439.58","0.0004"
"11959","Europe","France","Influencer","1437.42","0.0004"
"10059","Southeast Asia","Vietnam","Social Ads","1434.8799999999999","0.0004"
"11794","Middle East","UAE","Email","1428.57","0.0004"
"12171","Europe","Germany","Referral","1426.92","0.0004"
"12506","North America","Canada","Referral","1424.52","0.0004"
"12849","Southeast Asia","Philippines","Social Ads","1424.1100000000001","0.0004"
"11682","Europe","UK","Social Ads","1419.92","0.0004"
"11661","Europe","France","Email","1418.75","0.0004"
"10159","Europe","Spain","Organic","1418.23","0.0004"
"12272","Latin America","Argentina","Social Ads","1416.47","0.0004"
"11365","Europe","Poland","Organic","1413.96","0.0004"
"10769","Middle East","UAE","Organic","1412.47","0.0004"
"11372","Europe","Spain","Influencer","1411.19","0.0004"
"10695","Southeast Asia","Thailand","Referral","1410.74","0.0004"
"10966","North America","Canada","Paid Search","1410.1100000000001","0.0004"
"12546","North America","Mexico","Organic","1409.01","0.0004"
"12835","North America","Canada","Paid Search","1406.9","0.0004"
"10417","Europe","France","Email","1406.3","0.0004"
"11408","Europe","UK","Social Ads","1406.17","0.0004"
"11994","North America","USA","Social Ads","1405.92","0.0004"
"12641","North America","Canada","Influencer","1405.46","0.0004"
"12906","North America","USA","Influencer","1404.29","0.0004"
"11863","Southeast Asia","Vietnam","Referral","1401.4","0.0004"
"11652","Middle East","Turkey","Email","1399.0900000000001","0.0004"
"11582","North America","Mexico","Referral","1397.23","0.0004"
"10957","North America","Mexico","Organic","1394.53","0.0004"
"11199","Europe","Poland","Organic","1393.8700000000001","0.0004"
"12714","Middle East","UAE","Social Ads","1390.21","0.0004"
"11620","North America","USA","Organic","1387.49","0.0004"
"11091","Europe","France","Paid Search","1383.87","0.0004"
"12059","Europe","UK","Social Ads","1382.3799999999999","0.0004"
"10968","North America","Mexico","Organic","1380.32","0.0004"
"10546","North America","USA","Organic","1379.93","0.0004"
"10388","North America","Mexico","Referral","1378.54","0.0004"
"11140","Latin America","Chile","Social Ads","1377.21","0.0004"
"11484","North America","USA","Social Ads","1375.92","0.0004"
"11178","Latin America","Brazil","Email","1373.85","0.0004"
"10120","Middle East","UAE","Social Ads","1372.22","0.0004"
"11371","North America","Mexico","Email","1369.77","0.0004"
"10826","North America","Canada","Organic","1369.2","0.0004"
"12040","North America","USA","Referral","1367.88","0.0004"
"11448","Europe","Germany","Social Ads","1364.8899999999999","0.0004"
"12944","Southeast Asia","Vietnam","Organic","1363.78","0.0004"
"12051","North America","USA","Influencer","1363.29","0.0004"
"10620","Latin America","Brazil","Organic","1362.04","0.0004"
"10860","Europe","UK","Referral","1361.92","0.0004"
"11735","North America","USA","Organic","1359.2","0.0004"
"11061","Europe","France","Organic","1359.02","0.0004"
"11640","Europe","Germany","Email","1358.42","0.0004"
"12271","Europe","Germany","Influencer","1358.31","0.0004"
"11110","Latin America","Chile","Influencer","1357.91","0.0004"
"12028","Middle East","UAE","Social Ads","1356.36","0.0004"
"12744","Southeast Asia","Philippines","Social Ads","1355.86","0.0004"
"10939","Europe","Germany","Paid Search","1354.44","0.0004"
"10253","Europe","France","Email","1354.43","0.0004"
"10662","North America","Mexico","Referral","1353.94","0.0004"
"12586","Europe","UK","Social Ads","1353.59","0.0004"
"12818","Europe","Germany","Influencer","1353.23","0.0004"
"10339","North America","Canada","Influencer","1351.51","0.0004"
"11672","North America","Mexico","Organic","1350.32","0.0004"
"10112","North America","Canada","Organic","1349.03","0.0004"
"10969","Europe","Germany","Paid Search","1347.06","0.0004"
"12147","North America","Mexico","Organic","1344.3600000000001","0.0004"
"10520","North America","Mexico","Organic","1344.25","0.0004"
"12161","North America","Canada","Social Ads","1343.47","0.0004"
"10649","Southeast Asia","Thailand","Paid Search","1340.46","0.0004"
"10214","North America","Canada","Email","1340.26","0.0004"
"12926","Southeast Asia","Philippines","Influencer","1339.1100000000001","0.0004"
"10403","Europe","Germany","Organic","1338.31","0.0004"
"11697","North America","USA","Organic","1336.98","0.0004"
"10238","North America","Canada","Social Ads","1336.89","0.0004"
"11047","Southeast Asia","Indonesia","Social Ads","1336.59","0.0004"
"10340","Europe","Spain","Influencer","1335","0.0004"
"10393","North America","Mexico","Influencer","1334.99","0.0004"
"12534","North America","Mexico","Social Ads","1334.65","0.0004"
"12661","Latin America","Argentina","Email","1334.65","0.0004"
"12383","North America","USA","Email","1332.85","0.0004"
"11990","North America","Mexico","Influencer","1332.47","0.0004"
"11827","Southeast Asia","Indonesia","Organic","1330.81","0.0004"
"11253","Southeast Asia","Indonesia","Organic","1330.67","0.0004"
"10355","Southeast Asia","Philippines","Influencer","1328.02","0.0004"
"11883","Latin America","Argentina","Influencer","1326","0.0004"
"12530","Middle East","UAE","Organic","1325.62","0.0004"
"10130","Europe","Spain","Email","1324.45","0.0004"
"11677","Europe","UK","Social Ads","1323.52","0.0004"
"12550","Europe","France","Social Ads","1322.24","0.0004"
"11882","Southeast Asia","Indonesia","Influencer","1321.82","0.0004"
"10097","Southeast Asia","Indonesia","Influencer","1317.55","0.0004"
"11317","Southeast Asia","Philippines","Social Ads","1316.88","0.0004"
"12240","North America","USA","Referral","1316.69","0.0004"
"12762","Southeast Asia","Vietnam","Organic","1315.89","0.0004"
"11700","Europe","Poland","Email","1314.1599999999999","0.0004"
"10125","Europe","UK","Email","1313.54","0.0004"
"10147","Latin America","Argentina","Social Ads","1312.54","0.0004"
"12520","Middle East","Saudi Arabia","Organic","1311.49","0.0004"
"10641","North America","Mexico","Influencer","1309.49","0.0004"
"10497","North America","Canada","Organic","1308.03","0.0004"
"11275","Southeast Asia","Philippines","Paid Search","1305.5900000000001","0.0004"
"10310","North America","Mexico","Influencer","1304.28","0.0004"
"10555","North America","Mexico","Influencer","1303.91","0.0004"
"11878","Southeast Asia","Vietnam","Organic","1301.5900000000001","0.0004"
"12907","Southeast Asia","Indonesia","Email","1300.35","0.0004"
"10757","Europe","France","Email","1299.82","0.0004"
"11578","Middle East","UAE","Organic","1298.5900000000001","0.0004"
"10282","Latin America","Chile","Paid Search","1297.93","0.0004"
"10661","Europe","Spain","Paid Search","1297.92","0.0004"
"11334","Latin America","Argentina","Organic","1294.07","0.0004"
"10369","Southeast Asia","Philippines","Social Ads","1292.95","0.0004"
"11571","Latin America","Chile","Organic","1291.85","0.0004"
"10297","North America","USA","Paid Search","1291.57","0.0004"
"11548","Latin America","Chile","Email","1291.22","0.0004"
"11785","Southeast Asia","Indonesia","Organic","1290.49","0.0004"
"12027","Middle East","Saudi Arabia","Social Ads","1290.27","0.0004"
"12887","Latin America","Argentina","Social Ads","1288.33","0.0004"
"11491","Latin America","Brazil","Influencer","1288.21","0.0004"
"12667","Middle East","Turkey","Social Ads","1285.37","0.0004"
"10670","Latin America","Chile","Organic","1284.2","0.0004"
"11330","North America","Canada","Referral","1282.21","0.0004"
"12535","Middle East","UAE","Organic","1281.43","0.0004"
"11856","North America","Mexico","Organic","1280.9","0.0004"
"11270","Europe","Spain","Referral","1280.3799999999999","0.0004"
"12949","Southeast Asia","Vietnam","Influencer","1279.08","0.0004"
"12294","Middle East","Turkey","Social Ads","1278.3799999999999","0.0004"
"10022","Southeast Asia","Philippines","Paid Search","1277.41","0.0004"
"12644","Europe","Germany","Paid Search","1276.91","0.0004"
"12959","Europe","Poland","Organic","1275.01","0.0004"
"10099","Middle East","UAE","Influencer","1273.64","0.0004"
"11978","Latin America","Argentina","Influencer","1272.02","0.0004"
"12154","Middle East","Turkey","Influencer","1270.8","0.0004"
"10177","Europe","France","Organic","1270.57","0.0004"
"11955","North America","Mexico","Influencer","1269.5900000000001","0.0004"
"11520","Middle East","Turkey","Social Ads","1269.55","0.0004"
"10391","North America","Canada","Email","1268.69","0.0004"
"12828","Latin America","Brazil","Social Ads","1264.8400000000001","0.0004"
"10306","North America","USA","Influencer","1264.51","0.0004"
"11771","North America","Mexico","Referral","1261.28","0.0004"
"11399","Europe","Poland","Organic","1261.15","0.0004"
"10154","Middle East","Turkey","Social Ads","1258.71","0.0004"
"11289","Europe","Spain","Social Ads","1256.73","0.0004"
"12820","Latin America","Brazil","Referral","1255.53","0.0004"
"10470","Middle East","Saudi Arabia","Paid Search","1255.01","0.0004"
"10715","North America","Mexico","Email","1250.6299999999999","0.0004"
"11656","North America","USA","Influencer","1249.86","0.0004"
"11252","Europe","Spain","Referral","1246.77","0.0004"
"10312","Europe","UK","Influencer","1246.62","0.0004"
"10618","North America","USA","Influencer","1244.57","0.0004"
"10244","North America","Mexico","Organic","1244.16","0.0004"
"12494","Europe","France","Influencer","1244.06","0.0004"
"12203","Middle East","Turkey","Social Ads","1243.85","0.0004"
"11436","Southeast Asia","Indonesia","Organic","1241.1299999999999","0.0004"
"10796","Europe","Poland","Organic","1239.49","0.0004"
"10505","Southeast Asia","Philippines","Organic","1238.23","0.0004"
"12166","North America","Canada","Referral","1237.59","0.0004"
"11613","North America","USA","Organic","1235.71","0.0004"
"10483","Europe","Spain","Social Ads","1232","0.0004"
"12193","Europe","Germany","Paid Search","1229.6499999999999","0.0004"
"12614","Southeast Asia","Philippines","Paid Search","1229.19","0.0004"
"12360","North America","Mexico","Email","1227.82","0.0004"
"11258","North America","Mexico","Paid Search","1227.72","0.0004"
"12997","North America","USA","Email","1226.17","0.0004"
"10768","North America","USA","Influencer","1226.03","0.0004"
"11667","North America","USA","Influencer","1226","0.0004"
"12304","Europe","Germany","Organic","1225.21","0.0004"
"12542","Latin America","Chile","Paid Search","1224.89","0.0004"
"12223","Latin America","Chile","Social Ads","1224.76","0.0004"
"12713","North America","Canada","Social Ads","1223.6100000000001","0.0004"
"11524","Southeast Asia","Thailand","Organic","1223.45","0.0004"
"11064","Southeast Asia","Philippines","Social Ads","1221.6499999999999","0.0004"
"11459","North America","Mexico","Social Ads","1221.36","0.0004"
"11389","Southeast Asia","Philippines","Influencer","1220.1","0.0004"
"11670","Southeast Asia","Thailand","Influencer","1215.6200000000001","0.0003"
"11764","North America","USA","Influencer","1214.32","0.0003"
"10797","Southeast Asia","Indonesia","Referral","1213.68","0.0003"
"10233","Europe","UK","Influencer","1212.74","0.0003"
"11565","North America","Mexico","Influencer","1211","0.0003"
"11449","Latin America","Brazil","Organic","1210.93","0.0003"
"10538","Middle East","Saudi Arabia","Email","1210.15","0.0003"
"11006","Europe","France","Organic","1209.55","0.0003"
"10777","North America","Canada","Email","1205.36","0.0003"
"12683","Middle East","Saudi Arabia","Paid Search","1202.99","0.0003"
"12331","Middle East","Saudi Arabia","Influencer","1201.37","0.0003"
"11556","Europe","Germany","Organic","1200.04","0.0003"
"12514","North America","USA","Influencer","1199.74","0.0003"
"10124","Europe","France","Organic","1199.7","0.0003"
"12149","Southeast Asia","Vietnam","Influencer","1199.42","0.0003"
"11598","Latin America","Brazil","Paid Search","1198.31","0.0003"
"10609","North America","Mexico","Organic","1196.06","0.0003"
"12083","North America","Canada","Email","1195.35","0.0003"
"12864","Middle East","Saudi Arabia","Paid Search","1192.7099999999998","0.0003"
"10827","North America","Mexico","Email","1192.55","0.0003"
"11205","North America","Mexico","Organic","1188.59","0.0003"
"12845","Europe","Poland","Paid Search","1187.2","0.0003"
"10144","North America","Mexico","Organic","1185.67","0.0003"
"12573","North America","Mexico","Organic","1185.49","0.0003"
"11533","Southeast Asia","Indonesia","Organic","1185.37","0.0003"
"11067","Southeast Asia","Indonesia","Paid Search","1184.38","0.0003"
"12382","North America","USA","Paid Search","1184.13","0.0003"
"10128","Latin America","Chile","Referral","1183.71","0.0003"
"10149","North America","Canada","Organic","1182.92","0.0003"
"11805","Europe","Spain","Influencer","1182.52","0.0003"
"12303","North America","Mexico","Influencer","1181.41","0.0003"
"12339","Europe","Spain","Influencer","1180.86","0.0003"
"11181","Middle East","Turkey","Paid Search","1180.47","0.0003"
"10167","North America","Canada","Email","1180.31","0.0003"
"12433","North America","Mexico","Influencer","1179.67","0.0003"
"12207","North America","Mexico","Organic","1179.22","0.0003"
"11721","North America","Canada","Organic","1177","0.0003"
"11896","Europe","UK","Influencer","1176.72","0.0003"
"10589","Latin America","Brazil","Referral","1173.05","0.0003"
"11210","Europe","France","Email","1172.53","0.0003"
"11023","North America","USA","Email","1171.1299999999999","0.0003"
"11849","Southeast Asia","Thailand","Paid Search","1168.97","0.0003"
"10737","Europe","France","Referral","1165.56","0.0003"
"10802","Latin America","Chile","Paid Search","1164.62","0.0003"
