"customer_id","region","total_revenue","customer_rank","cumulative_revenue_percent","customer_percent","customer_group"
"10393","North America","1334.99","722","0.6764","0.2407","Other"
"12534","North America","1334.65","723","0.6772","0.241","Other"
"12661","Latin America","1334.65","723","0.6772","0.241","Other"
"12383","North America","1332.85","725","0.6775","0.2417","Other"
"11990","North America","1332.47","726","0.6779","0.242","Other"
"11827","Southeast Asia","1330.81","727","0.6783","0.2423","Other"
"11253","Southeast Asia","1330.67","728","0.6787","0.2427","Other"
"10355","Southeast Asia","1328.02","729","0.6791","0.243","Other"
"11883","Latin America","1326","730","0.6795","0.2433","Other"
"12530","Middle East","1325.62","731","0.6798","0.2437","Other"
"10130","Europe","1324.45","732","0.6802","0.244","Other"
"11677","Europe","1323.52","733","0.6806","0.2443","Other"
"12550","Europe","1322.24","734","0.681","0.2447","Other"
"11882","Southeast Asia","1321.82","735","0.6814","0.245","Other"
"10097","Southeast Asia","1317.55","736","0.6817","0.2453","Other"
"11317","Southeast Asia","1316.88","737","0.6821","0.2457","Other"
"12240","North America","1316.69","738","0.6825","0.246","Other"
"12762","Southeast Asia","1315.89","739","0.6829","0.2463","Other"
"11700","Europe","1314.1599999999999","740","0.6833","0.2467","Other"
"10125","Europe","1313.54","741","0.6836","0.247","Other"
"10147","Latin America","1312.54","742","0.684","0.2473","Other"
"12520","Middle East","1311.49","743","0.6844","0.2477","Other"
"10641","North America","1309.49","744","0.6848","0.248","Other"
"10497","North America","1308.03","745","0.6851","0.2483","Other"
"11275","Southeast Asia","1305.5900000000001","746","0.6855","0.2487","Other"
"10310","North America","1304.28","747","0.6859","0.249","Other"
"10555","North America","1303.91","748","0.6863","0.2493","Other"
"11878","Southeast Asia","1301.5900000000001","749","0.6866","0.2497","Other"
"12907","Southeast Asia","1300.35","750","0.687","0.25","Other"
"10757","Europe","1299.82","751","0.6874","0.2503","Other"
"11578","Middle East","1298.5900000000001","752","0.6878","0.2507","Other"
"10282","Latin America","1297.93","753","0.6881","0.251","Other"
"10661","Europe","1297.92","754","0.6885","0.2513","Other"
"11334","Latin America","1294.07","755","0.6889","0.2517","Other"
"10369","Southeast Asia","1292.95","756","0.6893","0.252","Other"
"11571","Latin America","1291.85","757","0.6896","0.2523","Other"
"10297","North America","1291.57","758","0.69","0.2527","Other"
"11548","Latin America","1291.22","759","0.6904","0.253","Other"
"11785","Southeast Asia","1290.49","760","0.6908","0.2533","Other"
"12027","Middle East","1290.27","761","0.6911","0.2537","Other"
"12887","Latin America","1288.33","762","0.6915","0.254","Other"
"11491","Latin America","1288.21","763","0.6919","0.2543","Other"
"12667","Middle East","1285.37","764","0.6922","0.2547","Other"
"10670","Latin America","1284.2","765","0.6926","0.255","Other"
"11330","North America","1282.21","766","0.693","0.2553","Other"
"12535","Middle East","1281.43","767","0.6933","0.2557","Other"
"11856","North America","1280.9","768","0.6937","0.256","Other"
"11270","Europe","1280.3799999999999","769","0.6941","0.2563","Other"
"12949","Southeast Asia","1279.08","770","0.6944","0.2567","Other"
"12294","Middle East","1278.3799999999999","771","0.6948","0.257","Other"
"10022","Southeast Asia","1277.41","772","0.6952","0.2573","Other"
"12644","Europe","1276.91","773","0.6955","0.2577","Other"
"12959","Europe","1275.01","774","0.6959","0.258","Other"
"10099","Middle East","1273.64","775","0.6963","0.2583","Other"
"11978","Latin America","1272.02","776","0.6966","0.2587","Other"
"12154","Middle East","1270.8","777","0.697","0.259","Other"
"10177","Europe","1270.57","778","0.6974","0.2593","Other"
"11955","North America","1269.5900000000001","779","0.6977","0.2597","Other"
"11520","Middle East","1269.55","780","0.6981","0.26","Other"
"10391","North America","1268.69","781","0.6985","0.2603","Other"
"12828","Latin America","1264.8400000000001","782","0.6988","0.2607","Other"
"10306","North America","1264.51","783","0.6992","0.261","Other"
"11771","North America","1261.28","784","0.6996","0.2613","Other"
"11399","Europe","1261.15","785","0.6999","0.2617","Other"
"10154","Middle East","1258.71","786","0.7003","0.262","Other"
"11289","Europe","1256.73","787","0.7007","0.2623","Other"
"12820","Latin America","1255.53","788","0.701","0.2627","Other"
"10470","Middle East","1255.01","789","0.7014","0.263","Other"
"10715","North America","1250.6299999999999","790","0.7017","0.2633","Other"
"11656","North America","1249.86","791","0.7021","0.2637","Other"
"11252","Europe","1246.77","792","0.7025","0.264","Other"
"10312","Europe","1246.62","793","0.7028","0.2643","Other"
"10618","North America","1244.57","794","0.7032","0.2647","Other"
"10244","North America","1244.16","795","0.7035","0.265","Other"
"12494","Europe","1244.06","796","0.7039","0.2653","Other"
"12203","Middle East","1243.85","797","0.7042","0.2657","Other"
"11436","Southeast Asia","1241.1299999999999","798","0.7046","0.266","Other"
"10796","Europe","1239.49","799","0.705","0.2663","Other"
"10505","Southeast Asia","1238.23","800","0.7053","0.2667","Other"
"12166","North America","1237.59","801","0.7057","0.267","Other"
"11613","North America","1235.71","802","0.706","0.2673","Other"
"10483","Europe","1232","803","0.7064","0.2677","Other"
"12193","Europe","1229.6499999999999","804","0.7067","0.268","Other"
"12614","Southeast Asia","1229.19","805","0.7071","0.2683","Other"
"12360","North America","1227.82","806","0.7074","0.2687","Other"
"11258","North America","1227.72","807","0.7078","0.269","Other"
"12997","North America","1226.17","808","0.7082","0.2693","Other"
"10768","North America","1226.03","809","0.7085","0.2697","Other"
"11667","North America","1226","810","0.7089","0.27","Other"
"12304","Europe","1225.21","811","0.7092","0.2703","Other"
"12542","Latin America","1224.89","812","0.7096","0.2707","Other"
"12223","Latin America","1224.76","813","0.7099","0.271","Other"
"12713","North America","1223.6100000000001","814","0.7103","0.2713","Other"
"11524","Southeast Asia","1223.45","815","0.7106","0.2717","Other"
"11064","Southeast Asia","1221.6499999999999","816","0.711","0.272","Other"
"11459","North America","1221.36","817","0.7113","0.2723","Other"
"11389","Southeast Asia","1220.1","818","0.7117","0.2727","Other"
"11670","Southeast Asia","1215.6200000000001","819","0.712","0.273","Other"
"11764","North America","1214.32","820","0.7124","0.2733","Other"
"10797","Southeast Asia","1213.68","821","0.7127","0.2737","Other"
"10233","Europe","1212.74","822","0.7131","0.274","Other"
"11565","North America","1211","823","0.7134","0.2743","Other"
"11449","Latin America","1210.93","824","0.7138","0.2747","Other"
"10538","Middle East","1210.15","825","0.7141","0.275","Other"
"11006","Europe","1209.55","826","0.7145","0.2753","Other"
"10777","North America","1205.36","827","0.7148","0.2757","Other"
"12683","Middle East","1202.99","828","0.7152","0.276","Other"
"12331","Middle East","1201.37","829","0.7155","0.2763","Other"
"11556","Europe","1200.04","830","0.7159","0.2767","Other"
"12514","North America","1199.74","831","0.7162","0.277","Other"
"10124","Europe","1199.7","832","0.7165","0.2773","Other"
"12149","Southeast Asia","1199.42","833","0.7169","0.2777","Other"
"11598","Latin America","1198.31","834","0.7172","0.278","Other"
"10609","North America","1196.06","835","0.7176","0.2783","Other"
"12083","North America","1195.35","836","0.7179","0.2787","Other"
"12864","Middle East","1192.7099999999998","837","0.7183","0.279","Other"
"10827","North America","1192.55","838","0.7186","0.2793","Other"
"11205","North America","1188.59","839","0.7189","0.2797","Other"
"12845","Europe","1187.2","840","0.7193","0.28","Other"
"10144","North America","1185.67","841","0.7196","0.2803","Other"
"12573","North America","1185.49","842","0.72","0.2807","Other"
"11533","Southeast Asia","1185.37","843","0.7203","0.281","Other"
"11067","Southeast Asia","1184.38","844","0.7207","0.2813","Other"
"12382","North America","1184.13","845","0.721","0.2817","Other"
"10128","Latin America","1183.71","846","0.7213","0.282","Other"
"10149","North America","1182.92","847","0.7217","0.2823","Other"
"11805","Europe","1182.52","848","0.722","0.2827","Other"
"12303","North America","1181.41","849","0.7224","0.283","Other"
"12339","Europe","1180.86","850","0.7227","0.2833","Other"
"11181","Middle East","1180.47","851","0.723","0.2837","Other"
"10167","North America","1180.31","852","0.7234","0.284","Other"
"12433","North America","1179.67","853","0.7237","0.2843","Other"
"12207","North America","1179.22","854","0.7241","0.2847","Other"
"11721","North America","1177","855","0.7244","0.285","Other"
"11896","Europe","1176.72","856","0.7247","0.2853","Other"
"10589","Latin America","1173.05","857","0.7251","0.2857","Other"
"11210","Europe","1172.53","858","0.7254","0.286","Other"
"11023","North America","1171.1299999999999","859","0.7257","0.2863","Other"
"11849","Southeast Asia","1168.97","860","0.7261","0.2867","Other"
"10737","Europe","1165.56","861","0.7264","0.287","Other"
"10802","Latin America","1164.62","862","0.7268","0.2873","Other"
"10897","Middle East","1157.42","863","0.7271","0.2877","Other"
"10949","Europe","1156.0700000000002","864","0.7274","0.288","Other"
"11684","Europe","1155.72","865","0.7278","0.2883","Other"
"10173","Europe","1151.73","866","0.7281","0.2887","Other"
"11138","Europe","1150.95","867","0.7284","0.289","Other"
"10838","North America","1150.47","868","0.7287","0.2893","Other"
"10631","North America","1150.22","869","0.7291","0.2897","Other"
"12682","Europe","1149.69","870","0.7294","0.29","Other"
"10830","Southeast Asia","1148.8899999999999","871","0.7301","0.2903","Other"
"10981","Latin America","1148.8899999999999","871","0.7301","0.2903","Other"
"11103","Latin America","1147.99","873","0.7304","0.291","Other"
"10246","North America","1146.44","874","0.7307","0.2913","Other"
"12620","North America","1145.66","875","0.7311","0.2917","Other"
"11748","Europe","1144.18","876","0.7314","0.292","Other"
"12909","Europe","1143.46","877","0.7317","0.2923","Other"
"11707","Europe","1141.6","878","0.732","0.2927","Other"
"11307","North America","1139.87","879","0.7324","0.293","Other"
"10235","North America","1139.6","880","0.7327","0.2933","Other"
"12956","Southeast Asia","1139.53","881","0.733","0.2937","Other"
"11567","Middle East","1139.33","882","0.7334","0.294","Other"
"11028","Europe","1137.55","883","0.7337","0.2943","Other"
"12941","Latin America","1137.27","884","0.734","0.2947","Other"
"10881","Latin America","1132.3600000000001","885","0.7343","0.295","Other"
"11422","Southeast Asia","1129.64","886","0.7347","0.2953","Other"
"12839","Europe","1126.32","887","0.735","0.2957","Other"
"10922","Europe","1126.2","888","0.7353","0.296","Other"
"10625","Latin America","1125.23","889","0.7356","0.2963","Other"
"10688","Middle East","1124.83","890","0.736","0.2967","Other"
"12964","North America","1121.53","891","0.7363","0.297","Other"
"12979","Southeast Asia","1121.06","892","0.7366","0.2973","Other"
"11703","Middle East","1120.97","893","0.7369","0.2977","Other"
"11639","North America","1120.2","894","0.7373","0.298","Other"
"10454","Europe","1119.92","895","0.7376","0.2983","Other"
"10929","Middle East","1119.24","896","0.7379","0.2987","Other"
"12522","North America","1117.37","897","0.7382","0.299","Other"
"10568","Southeast Asia","1117.29","898","0.7385","0.2993","Other"
"10152","North America","1117.09","899","0.7389","0.2997","Other"
"11215","Latin America","1117.08","900","0.7392","0.3","Other"
"10657","Middle East","1114.67","901","0.7395","0.3003","Other"
"11283","Europe","1113.74","902","0.7398","0.3007","Other"
"11127","Southeast Asia","1113.3999999999999","903","0.7401","0.301","Other"
"11379","Southeast Asia","1113.33","904","0.7405","0.3013","Other"
"12718","North America","1112.29","905","0.7408","0.3017","Other"
"10536","Southeast Asia","1111.42","906","0.7411","0.302","Other"
"10268","Latin America","1110.86","907","0.7414","0.3023","Other"
"10091","Latin America","1110.14","908","0.7417","0.3027","Other"
"12013","Southeast Asia","1109.23","909","0.7421","0.303","Other"
"10593","Middle East","1106.42","910","0.7424","0.3033","Other"
"10243","North America","1106.1","911","0.7427","0.3037","Other"
"10123","Europe","1104.85","912","0.743","0.304","Other"
"12635","Europe","1103.79","913","0.7433","0.3043","Other"
"12600","Europe","1103.71","914","0.7437","0.3047","Other"
"12800","Middle East","1103.57","915","0.744","0.305","Other"
"11913","Europe","1102.68","916","0.7443","0.3053","Other"
"12137","Southeast Asia","1102.52","917","0.7446","0.3057","Other"
"11157","Latin America","1102.36","918","0.7449","0.306","Other"
"12422","North America","1101.8","919","0.7452","0.3063","Other"
"10616","Southeast Asia","1100.26","920","0.7456","0.3067","Other"
"12049","Southeast Asia","1099.8799999999999","921","0.7459","0.307","Other"
"11784","Latin America","1099.79","922","0.7462","0.3073","Other"
"12525","Southeast Asia","1096.79","923","0.7465","0.3077","Other"
"11088","North America","1095.99","924","0.7468","0.308","Other"
"10624","Europe","1095.25","925","0.7471","0.3083","Other"
"11936","North America","1093.48","926","0.7475","0.3087","Other"
"12366","Latin America","1093.31","927","0.7478","0.309","Other"
"12469","North America","1091.5","928","0.7481","0.3093","Other"
"10476","Europe","1090.05","929","0.7484","0.3097","Other"
"10925","Southeast Asia","1088.8","930","0.7487","0.31","Other"
"10315","Europe","1088.55","931","0.749","0.3103","Other"
"11616","North America","1086.59","932","0.7493","0.3107","Other"
"12234","Europe","1086.54","933","0.7496","0.311","Other"
"12058","Europe","1086.53","934","0.75","0.3113","Other"
"10569","North America","1085.3","935","0.7503","0.3117","Other"
"11943","North America","1084.33","936","0.7506","0.312","Other"
"10296","Europe","1083.0900000000001","937","0.7509","0.3123","Other"
"12982","North America","1082.21","938","0.7512","0.3127","Other"
"11090","North America","1081.06","939","0.7515","0.313","Other"
"10330","North America","1080.75","940","0.7518","0.3133","Other"
"12696","Europe","1080.27","941","0.7521","0.3137","Other"
"12160","North America","1080.05","942","0.7525","0.314","Other"
"10571","North America","1079.8","943","0.7528","0.3143","Other"
"10033","Middle East","1079.51","944","0.7531","0.3147","Other"
"11614","Southeast Asia","1079.18","945","0.7534","0.315","Other"
"10869","Europe","1078.96","946","0.7537","0.3153","Other"
"12320","North America","1078.1","947","0.754","0.3157","Other"
"12618","North America","1076.96","948","0.7543","0.316","Other"
"12540","Europe","1076.32","949","0.7546","0.3163","Other"
"10236","North America","1075.8","950","0.7549","0.3167","Other"
"11631","Middle East","1075.25","951","0.7552","0.317","Other"
"10308","Europe","1074.59","952","0.7556","0.3173","Other"
"10446","Southeast Asia","1074.1799999999998","953","0.7559","0.3177","Other"
"10852","Europe","1073.56","954","0.7562","0.318","Other"
"11312","Europe","1073.26","955","0.7565","0.3183","Other"
"11144","Latin America","1072.96","956","0.7568","0.3187","Other"
"10728","North America","1070.62","957","0.7571","0.319","Other"
"11489","North America","1068.1599999999999","958","0.7574","0.3193","Other"
"10386","North America","1068.1299999999999","959","0.7577","0.3197","Other"
"12665","Europe","1067.49","960","0.758","0.32","Other"
"10458","Europe","1066.98","961","0.7583","0.3203","Other"
"11590","North America","1066.91","962","0.7586","0.3207","Other"
"12315","North America","1066.08","963","0.7589","0.321","Other"
"12813","North America","1065.92","964","0.7592","0.3213","Other"
"10701","Latin America","1065.1200000000001","965","0.7596","0.3217","Other"
"11235","Southeast Asia","1062.3799999999999","966","0.7599","0.322","Other"
"10219","North America","1061.27","967","0.7602","0.3223","Other"
"10261","North America","1060.3899999999999","968","0.7605","0.3227","Other"
"10967","Europe","1059.05","969","0.7608","0.323","Other"
"11607","Middle East","1058.96","970","0.7611","0.3233","Other"
"10021","Europe","1058.47","971","0.7614","0.3237","Other"
"10535","North America","1058.02","972","0.7617","0.324","Other"
"11706","Middle East","1057.73","973","0.762","0.3243","Other"
"10010","North America","1056.52","974","0.7623","0.3247","Other"
"12291","Europe","1055.03","975","0.7626","0.325","Other"
"10009","Europe","1054.8700000000001","976","0.7629","0.3253","Other"
"10085","Europe","1054.46","977","0.7632","0.3257","Other"
"11618","North America","1054.23","978","0.7635","0.326","Other"
"11821","Europe","1053.07","979","0.7638","0.3263","Other"
"11120","Europe","1052.37","980","0.7641","0.3267","Other"
"12359","Middle East","1051.88","981","0.7644","0.327","Other"
"12290","Southeast Asia","1051.77","982","0.7647","0.3273","Other"
"10840","North America","1048.74","983","0.765","0.3277","Other"
"10424","Southeast Asia","1047.24","984","0.7653","0.328","Other"
"11376","Europe","1046.12","985","0.7656","0.3283","Other"
"10405","Middle East","1043.8600000000001","986","0.7659","0.3287","Other"
"11851","Southeast Asia","1043.47","987","0.7662","0.329","Other"
"10031","North America","1043.17","988","0.7665","0.3293","Other"
"12733","North America","1041.4099999999999","989","0.7668","0.3297","Other"
"11702","Europe","1041.23","990","0.7671","0.33","Other"
"11382","Europe","1039.6","991","0.7674","0.3303","Other"
"10913","Latin America","1038.33","992","0.7677","0.3307","Other"
"10931","Europe","1037.39","993","0.768","0.331","Other"
"12855","Middle East","1036.16","994","0.7683","0.3313","Other"
"11584","Europe","1035.69","995","0.7686","0.3317","Other"
"10507","Europe","1035.5","996","0.7689","0.332","Other"
"11295","North America","1035.4099999999999","997","0.7692","0.3323","Other"
"12513","Latin America","1034.46","998","0.7695","0.3327","Other"
"10594","Latin America","1031.36","999","0.7698","0.333","Other"
"12896","North America","1031","1000","0.7701","0.3333","Other"
"10191","North America","1029.51","1001","0.7704","0.3337","Other"
"10132","North America","1028.99","1002","0.7707","0.334","Other"
"12362","Europe","1027.07","1003","0.771","0.3343","Other"
"12518","Southeast Asia","1026.57","1004","0.7713","0.3347","Other"
"12854","Southeast Asia","1025.99","1005","0.7716","0.335","Other"
"10422","Southeast Asia","1025.31","1006","0.7719","0.3353","Other"
"12260","North America","1025.05","1007","0.7722","0.3357","Other"
"11543","North America","1024.3","1008","0.7725","0.336","Other"
"12724","North America","1021.71","1009","0.7728","0.3363","Other"
"11510","North America","1021.5600000000001","1010","0.7731","0.3367","Other"
"10437","Southeast Asia","1021","1011","0.7734","0.337","Other"
"12157","Europe","1019.89","1012","0.7736","0.3373","Other"
"10281","Europe","1019.7099999999999","1013","0.7739","0.3377","Other"
"11161","North America","1019.43","1014","0.7742","0.338","Other"
"12132","Middle East","1016.83","1015","0.7745","0.3383","Other"
"11820","Latin America","1015.99","1016","0.7748","0.3387","Other"
"12603","Latin America","1015.08","1017","0.7751","0.339","Other"
"10698","North America","1013.74","1018","0.7754","0.3393","Other"
"10683","Europe","1013.66","1019","0.7757","0.3397","Other"
"12472","North America","1012.3","1020","0.776","0.34","Other"
"10937","Southeast Asia","1009.79","1021","0.7763","0.3403","Other"
"12098","Latin America","1009.34","1022","0.7766","0.3407","Other"
"10345","Latin America","1008.8299999999999","1023","0.7769","0.341","Other"
"12386","Europe","1007.79","1024","0.7772","0.3413","Other"
"10402","Middle East","1005.95","1025","0.7774","0.3417","Other"
"12807","North America","1004.91","1026","0.7777","0.342","Other"
"12403","Latin America","1004.6700000000001","1027","0.778","0.3423","Other"
"12369","Middle East","1003.38","1028","0.7783","0.3427","Other"
"12497","North America","1001.87","1029","0.7786","0.343","Other"
"10965","Southeast Asia","1000.04","1030","0.7789","0.3433","Other"
"11305","Southeast Asia","999.71","1031","0.7792","0.3437","Other"
"12305","Middle East","999.39","1032","0.7795","0.344","Other"
"10390","North America","998.19","1033","0.7797","0.3443","Other"
"12450","North America","998.13","1034","0.78","0.3447","Other"
"11487","Europe","997.22","1035","0.7803","0.345","Other"
"10118","Europe","996.91","1036","0.7806","0.3453","Other"
"10886","North America","995.9100000000001","1037","0.7809","0.3457","Other"
"12216","Latin America","994.62","1038","0.7812","0.346","Other"
"11248","North America","994.51","1039","0.7815","0.3463","Other"
"12599","North America","994.01","1040","0.7818","0.3467","Other"
"12605","Europe","993.9100000000001","1041","0.782","0.347","Other"
"12004","North America","993.47","1042","0.7823","0.3473","Other"
"10491","Europe","992.5600000000001","1043","0.7826","0.3477","Other"
"10024","North America","991.12","1044","0.7829","0.348","Other"
"10215","Latin America","990.31","1045","0.7832","0.3483","Other"
"10266","Europe","988.58","1046","0.7835","0.3487","Other"
"11139","Southeast Asia","988.33","1047","0.7838","0.349","Other"
"12638","Southeast Asia","988.2","1048","0.784","0.3493","Other"
"11904","Europe","987.47","1049","0.7843","0.3497","Other"
"11135","Europe","986.33","1050","0.7846","0.35","Other"
"10197","Latin America","984.77","1051","0.7849","0.3503","Other"
"11862","Europe","984.28","1052","0.7852","0.3507","Other"
"11071","Europe","983.82","1053","0.7855","0.351","Other"
"12177","Southeast Asia","983.04","1054","0.7857","0.3513","Other"
"11870","Latin America","982.73","1055","0.786","0.3517","Other"
"12372","Southeast Asia","982.3199999999999","1056","0.7863","0.352","Other"
"11233","North America","982.12","1057","0.7866","0.3523","Other"
"11495","Europe","980.7","1058","0.7869","0.3527","Other"
"12453","Europe","980.63","1059","0.7871","0.353","Other"
"11486","Europe","978.47","1060","0.7874","0.3533","Other"
"12948","Europe","977.55","1061","0.7877","0.3537","Other"
"12865","Southeast Asia","977.49","1062","0.788","0.354","Other"
"11141","North America","973.15","1063","0.7883","0.3543","Other"
"10252","Southeast Asia","972.1800000000001","1064","0.7886","0.3547","Other"
"12615","Europe","971.58","1065","0.7888","0.355","Other"
"10321","Southeast Asia","971.06","1066","0.7891","0.3553","Other"
"10135","Latin America","970.47","1067","0.7894","0.3557","Other"
"10914","Middle East","970.23","1068","0.7897","0.356","Other"
"10581","Europe","969.94","1069","0.79","0.3563","Other"
"10256","Europe","969.35","1070","0.7902","0.3567","Other"
"10002","North America","969.3499999999999","1071","0.7905","0.357","Other"
"11876","Middle East","968.9000000000001","1072","0.7908","0.3573","Other"
"11554","Southeast Asia","968.72","1073","0.7911","0.3577","Other"
"11972","Europe","968.4100000000001","1074","0.7913","0.358","Other"
"11897","Latin America","968.23","1075","0.7916","0.3583","Other"
"11249","Southeast Asia","967.35","1076","0.7919","0.3587","Other"
"11888","Southeast Asia","966.94","1077","0.7922","0.359","Other"
"10222","Southeast Asia","962.57","1078","0.7925","0.3593","Other"
"11595","Europe","962.04","1079","0.7927","0.3597","Other"
"11256","Europe","961.52","1080","0.793","0.36","Other"
"12233","Europe","961.16","1081","0.7933","0.3603","Other"
"11589","Europe","959.46","1082","0.7936","0.3607","Other"
"12899","Europe","959.4000000000001","1083","0.7938","0.361","Other"
"12566","Southeast Asia","959.29","1084","0.7941","0.3613","Other"
"11903","North America","958.28","1085","0.7944","0.3617","Other"
"12490","Europe","956.16","1086","0.7947","0.362","Other"
"11743","Europe","955.78","1087","0.7949","0.3623","Other"
"11051","Europe","954.6","1088","0.7952","0.3627","Other"
"10644","North America","954.59","1089","0.7955","0.363","Other"
"10556","Europe","953.5","1090","0.7958","0.3633","Other"
"12476","Europe","953.2","1091","0.796","0.3637","Other"
"12784","Southeast Asia","950.9200000000001","1092","0.7963","0.364","Other"
"12180","North America","950.3299999999999","1093","0.7966","0.3643","Other"
"11917","North America","950.01","1094","0.7969","0.3647","Other"
"11572","Latin America","949.4499999999999","1095","0.7971","0.365","Other"
"11983","North America","947.86","1096","0.7974","0.3653","Other"
"12795","Europe","947.4300000000001","1097","0.7977","0.3657","Other"
"11429","Europe","946.38","1098","0.798","0.366","Other"
"10277","Europe","946.34","1099","0.7982","0.3663","Other"
"11206","Middle East","945.35","1100","0.7985","0.3667","Other"
"12567","Europe","944.91","1101","0.7988","0.367","Other"
"10751","Southeast Asia","944.87","1102","0.799","0.3673","Other"
"12719","Middle East","944.7","1103","0.7993","0.3677","Other"
"12920","Europe","943.81","1104","0.7996","0.368","Other"
"12326","North America","943.7099999999999","1105","0.7999","0.3683","Other"
"12742","Europe","941.84","1106","0.8001","0.3687","Other"
"10831","Europe","939.21","1107","0.8004","0.369","Other"
"10623","Europe","939.15","1108","0.8007","0.3693","Other"
"12876","Europe","939.13","1109","0.8009","0.3697","Other"
"11153","Middle East","938.58","1110","0.8012","0.37","Other"
"12128","Europe","938.28","1111","0.8015","0.3703","Other"
"11523","Southeast Asia","937.87","1112","0.8017","0.3707","Other"
"12607","Latin America","937.2","1113","0.802","0.371","Other"
"10916","Latin America","936.0999999999999","1114","0.8023","0.3713","Other"
"10890","Southeast Asia","934.67","1115","0.8026","0.3717","Other"
"12994","North America","932.82","1116","0.8028","0.372","Other"
"10716","Europe","930.37","1117","0.8031","0.3723","Other"
"11259","Southeast Asia","929.26","1118","0.8034","0.3727","Other"
"10126","Middle East","928.32","1119","0.8036","0.373","Other"
"10529","Southeast Asia","928.03","1120","0.8039","0.3733","Other"
"11309","Latin America","927.48","1121","0.8042","0.3737","Other"
"10004","North America","927.24","1122","0.8044","0.374","Other"
"10313","Southeast Asia","927.1099999999999","1123","0.8047","0.3743","Other"
"12778","North America","927.03","1124","0.805","0.3747","Other"
"10971","Middle East","925.84","1125","0.8052","0.375","Other"
"12327","North America","925.74","1126","0.8055","0.3753","Other"
"12285","North America","925.65","1127","0.8058","0.3757","Other"
"12867","Europe","924.88","1128","0.806","0.376","Other"
"11892","Europe","924.8000000000001","1129","0.8063","0.3763","Other"
"12488","Southeast Asia","924.24","1130","0.8066","0.3767","Other"
"12032","Middle East","921.55","1131","0.8068","0.377","Other"
"12079","Southeast Asia","920.91","1132","0.8071","0.3773","Other"
"11806","North America","920.2","1133","0.8074","0.3777","Other"
"12678","Southeast Asia","918.33","1134","0.8076","0.378","Other"
"11434","Latin America","917.3599999999999","1135","0.8079","0.3783","Other"
"12259","Latin America","914.99","1136","0.8081","0.3787","Other"
"11239","Europe","913.58","1137","0.8084","0.379","Other"
"11915","North America","912.78","1138","0.8087","0.3793","Other"
"12843","Europe","912.6","1139","0.8089","0.3797","Other"
"12084","North America","911.47","1140","0.8092","0.38","Other"
"11681","Europe","909.37","1141","0.8095","0.3803","Other"
"11177","Europe","908.5699999999999","1142","0.8097","0.3807","Other"
"12471","North America","907.8799999999999","1143","0.81","0.381","Other"
"11989","North America","907.3199999999999","1144","0.8102","0.3813","Other"
"10725","Latin America","906.4499999999999","1145","0.8105","0.3817","Other"
"11534","Middle East","903.83","1146","0.8108","0.382","Other"
"12988","Latin America","903.08","1147","0.811","0.3823","Other"
"11019","Middle East","902.9499999999999","1148","0.8113","0.3827","Other"
"11304","Middle East","902.1","1149","0.8115","0.383","Other"
"10077","North America","900.36","1150","0.8118","0.3833","Other"
"12482","North America","899.8","1151","0.8121","0.3837","Other"
"11657","Middle East","899.33","1152","0.8123","0.384","Other"
"12787","Southeast Asia","899.21","1153","0.8126","0.3843","Other"
"11297","Middle East","896.4399999999999","1154","0.8128","0.3847","Other"
"10843","Southeast Asia","896.1","1155","0.8131","0.385","Other"
"11858","Southeast Asia","894.87","1156","0.8134","0.3853","Other"
"10611","Europe","893.49","1157","0.8136","0.3857","Other"
"11861","Southeast Asia","893.11","1158","0.8139","0.386","Other"
"11130","North America","892.9499999999999","1159","0.8141","0.3863","Other"
"10861","Latin America","891.34","1160","0.8144","0.3867","Other"
"12648","Latin America","890.94","1161","0.8146","0.387","Other"
"12135","North America","890.78","1162","0.8149","0.3873","Other"
"12842","North America","890.68","1163","0.8152","0.3877","Other"
"10760","Europe","890.27","1164","0.8154","0.388","Other"
"11941","North America","885.5600000000001","1165","0.8157","0.3883","Other"
"10352","Southeast Asia","884.7199999999999","1166","0.8159","0.3887","Other"
"10559","Europe","884.22","1167","0.8162","0.389","Other"
"10690","North America","883.99","1168","0.8164","0.3893","Other"
"11403","North America","882.74","1169","0.8167","0.3897","Other"
"12007","North America","878.04","1170","0.8169","0.39","Other"
"11540","Europe","875.6700000000001","1171","0.8172","0.3903","Other"
"12564","Europe","875.3599999999999","1172","0.8174","0.3907","Other"
"11676","North America","875.1999999999999","1173","0.8177","0.391","Other"
"10318","North America","874.98","1174","0.8179","0.3913","Other"
"12902","Europe","874.9","1175","0.8184","0.3917","Other"
"12985","Southeast Asia","874.9","1175","0.8184","0.3917","Other"
"11680","Europe","874.37","1177","0.8187","0.3923","Other"
"11558","Latin America","873.6","1178","0.8189","0.3927","Other"
"10063","Europe","872.94","1179","0.8192","0.393","Other"
"11005","Europe","872.09","1180","0.8195","0.3933","Other"
"11056","Europe","870.77","1181","0.8197","0.3937","Other"
"12904","Middle East","870.5500000000001","1182","0.82","0.394","Other"
"11466","Europe","870.05","1183","0.8202","0.3943","Other"
"12577","North America","869.62","1184","0.8205","0.3947","Other"
"10580","Southeast Asia","867.61","1185","0.8207","0.395","Other"
"11813","Southeast Asia","866.42","1186","0.821","0.3953","Other"
"11507","Latin America","865.97","1187","0.8212","0.3957","Other"
"11780","Southeast Asia","865.19","1188","0.8214","0.396","Other"
