"customer_id","region","acquisition_chan","total_spent","orders_count"
"11303","Southeast Asia","Social Ads","1449.32","2"
"10871","Southeast Asia","Organic","1448.21","5"
"11869","Southeast Asia","Email","1444.9299999999998","4"
"11773","Europe","Social Ads","1444.23","5"
"12587","Southeast Asia","Organic","1443.7299999999998","4"
"12668","Middle East","Email","1441.2","6"
"11956","North America","Paid Search","1440.98","4"
"12946","Europe","Organic","1439.58","7"
"11959","Europe","Influencer","1437.42","11"
"10059","Southeast Asia","Social Ads","1434.8799999999999","3"
"11794","Middle East","Email","1428.57","5"
"12171","Europe","Referral","1426.92","8"
"12506","North America","Referral","1424.52","5"
"12849","Southeast Asia","Social Ads","1424.1100000000001","2"
"11682","Europe","Social Ads","1419.92","3"
"11661","Europe","Email","1418.75","4"
"10159","Europe","Organic","1418.23","6"
"12272","Latin America","Social Ads","1416.47","3"
"11365","Europe","Organic","1413.96","4"
"10769","Middle East","Organic","1412.47","4"
"11372","Europe","Influencer","1411.19","6"
"10695","Southeast Asia","Referral","1410.74","3"
"10966","North America","Paid Search","1410.1100000000001","3"
"12546","North America","Organic","1409.01","6"
"12835","North America","Paid Search","1406.9","3"
"10417","Europe","Email","1406.3","5"
"11408","Europe","Social Ads","1406.17","3"
"11994","North America","Social Ads","1405.92","4"
"12641","North America","Influencer","1405.46","3"
"12906","North America","Influencer","1404.29","8"
"11863","Southeast Asia","Referral","1401.4","4"
"11652","Middle East","Email","1399.0900000000001","5"
"11582","North America","Referral","1397.23","4"
"10957","North America","Organic","1394.53","4"
"11199","Europe","Organic","1393.8700000000001","7"
"12714","Middle East","Social Ads","1390.21","2"
"11620","North America","Organic","1387.49","7"
"11091","Europe","Paid Search","1383.87","2"
"12059","Europe","Social Ads","1382.3799999999999","3"
"10968","North America","Organic","1380.32","6"
"10546","North America","Organic","1379.93","7"
"10388","North America","Referral","1378.54","4"
"11140","Latin America","Social Ads","1377.21","3"
"11484","North America","Social Ads","1375.92","5"
"11178","Latin America","Email","1373.85","4"
"10120","Middle East","Social Ads","1372.22","2"
"11371","North America","Email","1369.77","5"
"10826","North America","Organic","1369.2","4"
"12040","North America","Referral","1367.88","7"
"11448","Europe","Social Ads","1364.8899999999999","5"
"12944","Southeast Asia","Organic","1363.78","7"
"12051","North America","Influencer","1363.29","8"
"10620","Latin America","Organic","1362.04","3"
"10860","Europe","Referral","1361.92","5"
"11735","North America","Organic","1359.2","6"
"11061","Europe","Organic","1359.02","4"
"11640","Europe","Email","1358.42","4"
"12271","Europe","Influencer","1358.31","5"
"11110","Latin America","Influencer","1357.91","8"
"12028","Middle East","Social Ads","1356.36","7"
"12744","Southeast Asia","Social Ads","1355.86","3"
"10939","Europe","Paid Search","1354.44","2"
"10253","Europe","Email","1354.43","3"
"10662","North America","Referral","1353.94","8"
"12586","Europe","Social Ads","1353.59","5"
"12818","Europe","Influencer","1353.23","8"
"10339","North America","Influencer","1351.51","5"
"11672","North America","Organic","1350.32","6"
"10112","North America","Organic","1349.03","8"
"10969","Europe","Paid Search","1347.06","2"
"12147","North America","Organic","1344.3600000000001","6"
"10520","North America","Organic","1344.25","5"
"12161","North America","Social Ads","1343.47","4"
"10649","Southeast Asia","Paid Search","1340.46","2"
"10214","North America","Email","1340.26","7"
"12926","Southeast Asia","Influencer","1339.1100000000001","10"
"10403","Europe","Organic","1338.31","3"
"11697","North America","Organic","1336.98","4"
"10238","North America","Social Ads","1336.89","8"
"11047","Southeast Asia","Social Ads","1336.59","2"
"10340","Europe","Influencer","1335","8"
"10393","North America","Influencer","1334.99","4"
"12534","North America","Social Ads","1334.65","3"
"12661","Latin America","Email","1334.65","8"
"12383","North America","Email","1332.85","3"
"11990","North America","Influencer","1332.47","4"
"11827","Southeast Asia","Organic","1330.81","6"
"11253","Southeast Asia","Organic","1330.67","6"
"10355","Southeast Asia","Influencer","1328.02","7"
"11883","Latin America","Influencer","1326","11"
"12530","Middle East","Organic","1325.62","6"
"10130","Europe","Email","1324.45","3"
"11677","Europe","Social Ads","1323.52","5"
"12550","Europe","Social Ads","1322.24","2"
"11882","Southeast Asia","Influencer","1321.82","5"
"10097","Southeast Asia","Influencer","1317.55","5"
"11317","Southeast Asia","Social Ads","1316.88","4"
"12240","North America","Referral","1316.69","3"
"12762","Southeast Asia","Organic","1315.89","6"
"11700","Europe","Email","1314.1599999999999","7"
"10125","Europe","Email","1313.54","5"
"10147","Latin America","Social Ads","1312.54","3"
"12520","Middle East","Organic","1311.49","5"
"10641","North America","Influencer","1309.49","8"
"10497","North America","Organic","1308.03","7"
"11275","Southeast Asia","Paid Search","1305.5900000000001","2"
"10310","North America","Influencer","1304.28","6"
"10555","North America","Influencer","1303.91","7"
"11878","Southeast Asia","Organic","1301.5900000000001","5"
"12907","Southeast Asia","Email","1300.35","2"
"10757","Europe","Email","1299.82","3"
"11578","Middle East","Organic","1298.5900000000001","6"
"10282","Latin America","Paid Search","1297.93","1"
"10661","Europe","Paid Search","1297.92","1"
"11334","Latin America","Organic","1294.07","3"
"10369","Southeast Asia","Social Ads","1292.95","4"
"11571","Latin America","Organic","1291.85","3"
"10297","North America","Paid Search","1291.57","1"
"11548","Latin America","Email","1291.22","3"
"11785","Southeast Asia","Organic","1290.49","7"
"12027","Middle East","Social Ads","1290.27","6"
"12887","Latin America","Social Ads","1288.33","4"
"11491","Latin America","Influencer","1288.21","4"
"12667","Middle East","Social Ads","1285.37","3"
"10670","Latin America","Organic","1284.2","3"
"11330","North America","Referral","1282.21","5"
"12535","Middle East","Organic","1281.43","7"
"11856","North America","Organic","1280.9","4"
"11270","Europe","Referral","1280.3799999999999","5"
"12949","Southeast Asia","Influencer","1279.08","5"
"12294","Middle East","Social Ads","1278.3799999999999","3"
"10022","Southeast Asia","Paid Search","1277.41","4"
"12644","Europe","Paid Search","1276.91","2"
"12959","Europe","Organic","1275.01","3"
"10099","Middle East","Influencer","1273.64","7"
"11978","Latin America","Influencer","1272.02","4"
"12154","Middle East","Influencer","1270.8","9"
"10177","Europe","Organic","1270.57","4"
"11955","North America","Influencer","1269.5900000000001","5"
"11520","Middle East","Social Ads","1269.55","3"
"10391","North America","Email","1268.69","5"
"12828","Latin America","Social Ads","1264.8400000000001","2"
"10306","North America","Influencer","1264.51","9"
"11771","North America","Referral","1261.28","6"
"11399","Europe","Organic","1261.15","3"
"10154","Middle East","Social Ads","1258.71","3"
"11289","Europe","Social Ads","1256.73","1"
"12820","Latin America","Referral","1255.53","5"
"10470","Middle East","Paid Search","1255.01","2"
"10715","North America","Email","1250.6299999999999","4"
"11656","North America","Influencer","1249.86","8"
"11252","Europe","Referral","1246.77","3"
"10312","Europe","Influencer","1246.62","11"
"10618","North America","Influencer","1244.57","3"
"10244","North America","Organic","1244.16","5"
"12494","Europe","Influencer","1244.06","4"
"12203","Middle East","Social Ads","1243.85","3"
"11436","Southeast Asia","Organic","1241.1299999999999","3"
"10796","Europe","Organic","1239.49","3"
"10505","Southeast Asia","Organic","1238.23","7"
"12166","North America","Referral","1237.59","6"
"11613","North America","Organic","1235.71","6"
"10483","Europe","Social Ads","1232","2"
"12193","Europe","Paid Search","1229.6499999999999","2"
"12614","Southeast Asia","Paid Search","1229.19","2"
"12360","North America","Email","1227.82","5"
"11258","North America","Paid Search","1227.72","3"
"12997","North America","Email","1226.17","6"
"10768","North America","Influencer","1226.03","5"
"11667","North America","Influencer","1226","4"
"12304","Europe","Organic","1225.21","3"
"12542","Latin America","Paid Search","1224.89","3"
"12223","Latin America","Social Ads","1224.76","3"
"12713","North America","Social Ads","1223.6100000000001","2"
"11524","Southeast Asia","Organic","1223.45","7"
"11064","Southeast Asia","Social Ads","1221.6499999999999","4"
"11459","North America","Social Ads","1221.36","5"
"11389","Southeast Asia","Influencer","1220.1","9"
"11670","Southeast Asia","Influencer","1215.6200000000001","3"
"11764","North America","Influencer","1214.32","4"
"10797","Southeast Asia","Referral","1213.68","4"
"10233","Europe","Influencer","1212.74","5"
"11565","North America","Influencer","1211","3"
"11449","Latin America","Organic","1210.93","4"
"10538","Middle East","Email","1210.15","7"
"11006","Europe","Organic","1209.55","4"
"10777","North America","Email","1205.36","5"
"12683","Middle East","Paid Search","1202.99","1"
"12331","Middle East","Influencer","1201.37","8"
"11556","Europe","Organic","1200.04","10"
"12514","North America","Influencer","1199.74","5"
"10124","Europe","Organic","1199.7","3"
"12149","Southeast Asia","Influencer","1199.42","10"
"11598","Latin America","Paid Search","1198.31","3"
"10609","North America","Organic","1196.06","5"
"12083","North America","Email","1195.35","5"
"12864","Middle East","Paid Search","1192.7099999999998","3"
"10827","North America","Email","1192.55","1"
"11205","North America","Organic","1188.59","5"
"12845","Europe","Paid Search","1187.2","2"
"10144","North America","Organic","1185.67","3"
"12573","North America","Organic","1185.49","4"
"11533","Southeast Asia","Organic","1185.37","3"
"11067","Southeast Asia","Paid Search","1184.38","5"
"12382","North America","Paid Search","1184.13","2"
"10128","Latin America","Referral","1183.71","3"
"10149","North America","Organic","1182.92","5"
"11805","Europe","Influencer","1182.52","9"
"12303","North America","Influencer","1181.41","9"
"12339","Europe","Influencer","1180.86","4"
"11181","Middle East","Paid Search","1180.47","2"
"10167","North America","Email","1180.31","7"
"12433","North America","Influencer","1179.67","7"
"12207","North America","Organic","1179.22","4"
"11721","North America","Organic","1177","4"
"11896","Europe","Influencer","1176.72","4"
"10589","Latin America","Referral","1173.05","9"
"11210","Europe","Email","1172.53","7"
"11023","North America","Email","1171.1299999999999","4"
"11849","Southeast Asia","Paid Search","1168.97","1"
"10737","Europe","Referral","1165.56","9"
"10802","Latin America","Paid Search","1164.62","2"
"10897","Middle East","Referral","1157.42","8"
"10949","Europe","Referral","1156.0700000000002","4"
"11684","Europe","Organic","1155.72","4"
"10173","Europe","Organic","1151.73","4"
"11138","Europe","Influencer","1150.95","9"
"10838","North America","Paid Search","1150.47","4"
"10631","North America","Paid Search","1150.22","3"
"12682","Europe","Paid Search","1149.69","3"
"10830","Southeast Asia","Referral","1148.8899999999999","8"
"10981","Latin America","Organic","1148.8899999999999","3"
"11103","Latin America","Influencer","1147.99","5"
"10246","North America","Social Ads","1146.44","5"
"12620","North America","Referral","1145.66","4"
"11748","Europe","Organic","1144.18","7"
"12909","Europe","Organic","1143.46","2"
"11707","Europe","Email","1141.6","5"
"11307","North America","Social Ads","1139.87","4"
"10235","North America","Paid Search","1139.6","1"
"12956","Southeast Asia","Social Ads","1139.53","6"
"11567","Middle East","Organic","1139.33","5"
"11028","Europe","Paid Search","1137.55","4"
"12941","Latin America","Influencer","1137.27","8"
"10881","Latin America","Email","1132.3600000000001","4"
"11422","Southeast Asia","Email","1129.64","3"
"12839","Europe","Organic","1126.32","4"
"10922","Europe","Organic","1126.2","2"
"10625","Latin America","Social Ads","1125.23","3"
"10688","Middle East","Organic","1124.83","5"
"12964","North America","Social Ads","1121.53","3"
"12979","Southeast Asia","Referral","1121.06","7"
"11703","Middle East","Organic","1120.97","4"
"11639","North America","Email","1120.2","7"
"10454","Europe","Referral","1119.92","7"
"10929","Middle East","Paid Search","1119.24","4"
"12522","North America","Social Ads","1117.37","2"
"10568","Southeast Asia","Referral","1117.29","6"
"10152","North America","Organic","1117.09","7"
"11215","Latin America","Social Ads","1117.08","6"
"10657","Middle East","Referral","1114.67","7"
"11283","Europe","Social Ads","1113.74","4"
"11127","Southeast Asia","Referral","1113.3999999999999","4"
"11379","Southeast Asia","Email","1113.33","4"
"12718","North America","Email","1112.29","4"
"10536","Southeast Asia","Referral","1111.42","7"
"10268","Latin America","Paid Search","1110.86","3"
"10091","Latin America","Organic","1110.14","11"
"12013","Southeast Asia","Social Ads","1109.23","5"
"10593","Middle East","Influencer","1106.42","5"
"10243","North America","Referral","1106.1","8"
"10123","Europe","Influencer","1104.85","10"
"12635","Europe","Organic","1103.79","4"
"12600","Europe","Organic","1103.71","4"
"12800","Middle East","Social Ads","1103.57","2"
"11913","Europe","Referral","1102.68","6"
"12137","Southeast Asia","Influencer","1102.52","7"
"11157","Latin America","Paid Search","1102.36","1"
"12422","North America","Influencer","1101.8","8"
"10616","Southeast Asia","Social Ads","1100.26","6"
"12049","Southeast Asia","Paid Search","1099.8799999999999","4"
"11784","Latin America","Email","1099.79","6"
"12525","Southeast Asia","Social Ads","1096.79","3"
"11088","North America","Organic","1095.99","4"
"10624","Europe","Paid Search","1095.25","2"
"11936","North America","Organic","1093.48","4"
"12366","Latin America","Paid Search","1093.31","4"
"12469","North America","Social Ads","1091.5","3"
"10476","Europe","Organic","1090.05","2"
"10925","Southeast Asia","Influencer","1088.8","4"
"10315","Europe","Organic","1088.55","4"
"11616","North America","Email","1086.59","3"
"12234","Europe","Paid Search","1086.54","3"
"12058","Europe","Email","1086.53","3"
"10569","North America","Paid Search","1085.3","3"
"11943","North America","Influencer","1084.33","5"
"10296","Europe","Organic","1083.0900000000001","2"
"12982","North America","Email","1082.21","9"
"11090","North America","Organic","1081.06","7"
"10330","North America","Paid Search","1080.75","1"
"12696","Europe","Email","1080.27","6"
"12160","North America","Social Ads","1080.05","3"
"10571","North America","Referral","1079.8","5"
"10033","Middle East","Organic","1079.51","3"
"11614","Southeast Asia","Social Ads","1079.18","2"
"10869","Europe","Referral","1078.96","5"
"12320","North America","Paid Search","1078.1","3"
"12618","North America","Paid Search","1076.96","4"
"12540","Europe","Organic","1076.32","6"
"10236","North America","Email","1075.8","7"
"11631","Middle East","Organic","1075.25","2"
"10308","Europe","Social Ads","1074.59","3"
"10446","Southeast Asia","Referral","1074.1799999999998","4"
"10852","Europe","Email","1073.56","2"
"11312","Europe","Organic","1073.26","5"
"11144","Latin America","Email","1072.96","4"
"10728","North America","Organic","1070.62","3"
"11489","North America","Paid Search","1068.1599999999999","2"
"10386","North America","Organic","1068.1299999999999","7"
"12665","Europe","Influencer","1067.49","9"
"10458","Europe","Paid Search","1066.98","3"
"11590","North America","Influencer","1066.91","10"
"12315","North America","Referral","1066.08","3"
"12813","North America","Social Ads","1065.92","5"
"10701","Latin America","Paid Search","1065.1200000000001","5"
"11235","Southeast Asia","Organic","1062.3799999999999","8"
"10219","North America","Influencer","1061.27","7"
"10261","North America","Referral","1060.3899999999999","7"
"10967","Europe","Organic","1059.05","7"
"11607","Middle East","Paid Search","1058.96","1"
"10021","Europe","Organic","1058.47","4"
"10535","North America","Organic","1058.02","7"
"11706","Middle East","Organic","1057.73","3"
"10010","North America","Social Ads","1056.52","7"
"12291","Europe","Email","1055.03","4"
"10009","Europe","Email","1054.8700000000001","2"
"10085","Europe","Organic","1054.46","4"
"11618","North America","Organic","1054.23","10"
"11821","Europe","Influencer","1053.07","6"
"11120","Europe","Paid Search","1052.37","1"
"12359","Middle East","Organic","1051.88","2"
"12290","Southeast Asia","Influencer","1051.77","6"
"10840","North America","Social Ads","1048.74","2"
"10424","Southeast Asia","Paid Search","1047.24","1"
"11376","Europe","Referral","1046.12","6"
"10405","Middle East","Social Ads","1043.8600000000001","2"
"11851","Southeast Asia","Influencer","1043.47","4"
"10031","North America","Organic","1043.17","7"
"12733","North America","Organic","1041.4099999999999","5"
"11702","Europe","Organic","1041.23","4"
"11382","Europe","Organic","1039.6","4"
"10913","Latin America","Organic","1038.33","5"
"10931","Europe","Social Ads","1037.39","6"
"12855","Middle East","Organic","1036.16","3"
"11584","Europe","Organic","1035.69","5"
"10507","Europe","Social Ads","1035.5","4"
"11295","North America","Social Ads","1035.4099999999999","3"
"12513","Latin America","Email","1034.46","7"
"10594","Latin America","Email","1031.36","3"
"12896","North America","Organic","1031","11"
"10191","North America","Organic","1029.51","5"
"10132","North America","Email","1028.99","5"
"12362","Europe","Organic","1027.07","6"
"12518","Southeast Asia","Organic","1026.57","8"
"12854","Southeast Asia","Influencer","1025.99","4"
"10422","Southeast Asia","Organic","1025.31","4"
"12260","North America","Social Ads","1025.05","5"
"11543","North America","Social Ads","1024.3","4"
"12724","North America","Influencer","1021.71","7"
"11510","North America","Organic","1021.5600000000001","5"
"10437","Southeast Asia","Organic","1021","7"
"12157","Europe","Influencer","1019.89","4"
"10281","Europe","Referral","1019.7099999999999","7"
"11161","North America","Influencer","1019.43","4"
"12132","Middle East","Social Ads","1016.83","3"
"11820","Latin America","Paid Search","1015.99","4"
"12603","Latin America","Influencer","1015.08","3"
"10698","North America","Social Ads","1013.74","5"
"10683","Europe","Organic","1013.66","5"
"12472","North America","Social Ads","1012.3","2"
"10937","Southeast Asia","Organic","1009.79","6"
"12098","Latin America","Organic","1009.34","5"
"10345","Latin America","Organic","1008.8299999999999","3"
"12386","Europe","Social Ads","1007.79","3"
"10402","Middle East","Paid Search","1005.95","1"
"12807","North America","Organic","1004.91","4"
"12403","Latin America","Influencer","1004.6700000000001","5"
"12369","Middle East","Social Ads","1003.38","8"
"12497","North America","Social Ads","1001.87","4"
"10965","Southeast Asia","Email","1000.04","3"
"11305","Southeast Asia","Organic","999.71","3"
"12305","Middle East","Organic","999.39","4"
"10390","North America","Email","998.19","5"
"12450","North America","Organic","998.13","2"
"11487","Europe","Referral","997.22","3"
"10118","Europe","Paid Search","996.91","3"
"10886","North America","Influencer","995.9100000000001","5"
"12216","Latin America","Influencer","994.62","8"
"11248","North America","Organic","994.51","3"
"12599","North America","Email","994.01","4"
"12605","Europe","Organic","993.9100000000001","8"
"12004","North America","Influencer","993.47","5"
"10491","Europe","Organic","992.5600000000001","4"
"10024","North America","Organic","991.12","6"
"10215","Latin America","Organic","990.31","2"
"10266","Europe","Email","988.58","4"
"11139","Southeast Asia","Influencer","988.33","6"
"12638","Southeast Asia","Organic","988.2","7"
"11904","Europe","Paid Search","987.47","1"
"11135","Europe","Paid Search","986.33","1"
"10197","Latin America","Influencer","984.77","5"
"11862","Europe","Social Ads","984.28","4"
"11071","Europe","Organic","983.82","6"
"12177","Southeast Asia","Social Ads","983.04","3"
"11870","Latin America","Influencer","982.73","9"
"12372","Southeast Asia","Organic","982.3199999999999","4"
"11233","North America","Paid Search","982.12","6"
"11495","Europe","Organic","980.7","1"
"12453","Europe","Social Ads","980.63","5"
"11486","Europe","Paid Search","978.47","1"
"12948","Europe","Influencer","977.55","5"
"12865","Southeast Asia","Organic","977.49","2"
"11141","North America","Influencer","973.15","3"
"10252","Southeast Asia","Organic","972.1800000000001","5"
"12615","Europe","Email","971.58","5"
"10321","Southeast Asia","Email","971.06","5"
"10135","Latin America","Organic","970.47","5"
"10914","Middle East","Paid Search","970.23","5"
"10581","Europe","Social Ads","969.94","4"
"10256","Europe","Paid Search","969.35","1"
"10002","North America","Social Ads","969.3499999999999","3"
"11876","Middle East","Paid Search","968.9000000000001","2"
"11554","Southeast Asia","Social Ads","968.72","5"
"11972","Europe","Email","968.4100000000001","3"
"11897","Latin America","Organic","968.23","3"
"11249","Southeast Asia","Paid Search","967.35","3"
"11888","Southeast Asia","Influencer","966.94","8"
"10222","Southeast Asia","Organic","962.57","6"
"11595","Europe","Paid Search","962.04","3"
"11256","Europe","Influencer","961.52","3"
"12233","Europe","Organic","961.16","4"
"11589","Europe","Referral","959.46","4"
"12899","Europe","Social Ads","959.4000000000001","4"
"12566","Southeast Asia","Influencer","959.29","7"
"11903","North America","Organic","958.28","2"
"12490","Europe","Email","956.16","5"
"11743","Europe","Paid Search","955.78","2"
"11051","Europe","Social Ads","954.6","2"
"10644","North America","Social Ads","954.59","5"
"10556","Europe","Paid Search","953.5","3"
"12476","Europe","Paid Search","953.2","5"
"12784","Southeast Asia","Email","950.9200000000001","4"
"12180","North America","Paid Search","950.3299999999999","3"
"11917","North America","Organic","950.01","5"
"11572","Latin America","Paid Search","949.4499999999999","6"
"11983","North America","Paid Search","947.86","5"
"12795","Europe","Social Ads","947.4300000000001","5"
"11429","Europe","Social Ads","946.38","5"
"10277","Europe","Organic","946.34","6"
"11206","Middle East","Social Ads","945.35","1"
"12567","Europe","Social Ads","944.91","2"
"10751","Southeast Asia","Social Ads","944.87","4"
"12719","Middle East","Organic","944.7","3"
"12920","Europe","Social Ads","943.81","1"
"12326","North America","Organic","943.7099999999999","4"
"12742","Europe","Paid Search","941.84","2"
"10831","Europe","Social Ads","939.21","1"
"10623","Europe","Organic","939.15","4"
"12876","Europe","Organic","939.13","5"
"11153","Middle East","Social Ads","938.58","4"
"12128","Europe","Paid Search","938.28","4"
"11523","Southeast Asia","Referral","937.87","6"
"12607","Latin America","Email","937.2","5"
"10916","Latin America","Social Ads","936.0999999999999","2"
"10890","Southeast Asia","Organic","934.67","6"
"12994","North America","Paid Search","932.82","2"
"10716","Europe","Organic","930.37","4"
"11259","Southeast Asia","Organic","929.26","2"
"10126","Middle East","Paid Search","928.32","1"
"10529","Southeast Asia","Social Ads","928.03","6"
"11309","Latin America","Organic","927.48","4"
"10004","North America","Referral","927.24","8"
"10313","Southeast Asia","Email","927.1099999999999","4"
"12778","North America","Paid Search","927.03","3"
"10971","Middle East","Social Ads","925.84","3"
"12327","North America","Organic","925.74","5"
"12285","North America","Referral","925.65","6"
"12867","Europe","Organic","924.88","3"
"11892","Europe","Organic","924.8000000000001","4"
"12488","Southeast Asia","Organic","924.24","4"
"12032","Middle East","Organic","921.55","5"
"12079","Southeast Asia","Influencer","920.91","6"
"11806","North America","Organic","920.2","2"
"12678","Southeast Asia","Email","918.33","6"
"11434","Latin America","Email","917.3599999999999","2"
"12259","Latin America","Social Ads","914.99","1"
"11239","Europe","Organic","913.58","6"
"11915","North America","Influencer","912.78","3"
"12843","Europe","Email","912.6","8"
"12084","North America","Email","911.47","5"
"11681","Europe","Referral","909.37","8"
"11177","Europe","Social Ads","908.5699999999999","3"
"12471","North America","Social Ads","907.8799999999999","3"
"11989","North America","Influencer","907.3199999999999","4"
"10725","Latin America","Email","906.4499999999999","4"
"11534","Middle East","Paid Search","903.83","4"
"12988","Latin America","Social Ads","903.08","2"
"11019","Middle East","Email","902.9499999999999","5"
"11304","Middle East","Influencer","902.1","7"
"10077","North America","Paid Search","900.36","3"
"12482","North America","Social Ads","899.8","4"
"11657","Middle East","Email","899.33","3"
"12787","Southeast Asia","Paid Search","899.21","2"
"11297","Middle East","Organic","896.4399999999999","5"
"10843","Southeast Asia","Influencer","896.1","6"
"11858","Southeast Asia","Email","894.87","4"
"10611","Europe","Influencer","893.49","4"
"11861","Southeast Asia","Social Ads","893.11","3"
"11130","North America","Organic","892.9499999999999","5"
"10861","Latin America","Email","891.34","4"
"12648","Latin America","Email","890.94","3"
"12135","North America","Referral","890.78","3"
"12842","North America","Referral","890.68","5"
"10760","Europe","Social Ads","890.27","5"
"11941","North America","Referral","885.5600000000001","7"
"10352","Southeast Asia","Social Ads","884.7199999999999","4"
"10559","Europe","Influencer","884.22","2"
"10690","North America","Referral","883.99","5"
"11403","North America","Paid Search","882.74","4"
"12007","North America","Influencer","878.04","4"
"11540","Europe","Social Ads","875.6700000000001","3"
"12564","Europe","Organic","875.3599999999999","3"
"11676","North America","Social Ads","875.1999999999999","5"
"10318","North America","Referral","874.98","5"
"12902","Europe","Influencer","874.9","4"
"12985","Southeast Asia","Paid Search","874.9","2"
"11680","Europe","Organic","874.37","3"
"11558","Latin America","Email","873.6","4"
"10063","Europe","Email","872.94","7"
"11005","Europe","Referral","872.09","9"
"11056","Europe","Paid Search","870.77","3"
"12904","Middle East","Organic","870.5500000000001","5"
"11466","Europe","Organic","870.05","6"
"12577","North America","Organic","869.62","6"
"10580","Southeast Asia","Organic","867.61","3"
"11813","Southeast Asia","Email","866.42","1"
"11507","Latin America","Paid Search","865.97","3"
"11780","Southeast Asia","Email","865.19","5"
"12200","North America","Influencer","864.1899999999999","6"
"12330","Southeast Asia","Email","863.7","4"
"12622","North America","Paid Search","861.08","4"
"11332","Europe","Paid Search","861.01","1"
"11039","Europe","Social Ads","860.29","2"
"11032","Southeast Asia","Influencer","856.1099999999999","5"
"10919","Middle East","Email","854.81","4"
"12995","Southeast Asia","Social Ads","853.52","2"
"10948","Southeast Asia","Organic","853.25","8"
"10368","North America","Influencer","853.21","6"
"11624","Europe","Influencer","848.53","8"
"12673","Latin America","Social Ads","847.43","6"
"12314","North America","Paid Search","845.71","3"
"12156","Latin America","Influencer","845.2099999999999","5"
"11916","Latin America","Organic","844.55","5"
"11262","Middle East","Organic","842.5600000000001","3"
"12153","Latin America","Organic","841.84","6"
"12900","North America","Paid Search","840.88","2"
"11281","Europe","Email","840.8000000000001","3"
"10960","North America","Paid Search","838.1500000000001","3"
"12441","Europe","Email","833.49","5"
"11923","North America","Organic","832.8","3"
"12799","Europe","Organic","831.13","5"
"11874","Southeast Asia","Organic","830.8299999999999","8"
"11536","North America","Influencer","830.54","7"
"12202","North America","Email","828.24","4"
"11929","Southeast Asia","Paid Search","827.73","2"
"10218","Southeast Asia","Organic","827.52","7"
"10911","Latin America","Organic","826.49","4"
"11159","Europe","Paid Search","825.9100000000001","2"
"11867","Middle East","Paid Search","825.6800000000001","4"
"11380","North America","Organic","823.5","2"
"12292","Southeast Asia","Email","822.53","4"
"11588","Latin America","Social Ads","821.22","3"
"10767","Southeast Asia","Email","820.96","6"
"12026","Middle East","Email","820.87","3"
"11038","Europe","Social Ads","820.2","2"
"12280","North America","Email","820.0400000000001","4"
"10959","North America","Organic","817.98","4"
"12011","North America","Influencer","817.9","1"
"11147","Europe","Social Ads","814.28","1"
"10853","North America","Social Ads","813.5999999999999","3"
"10169","Europe","Email","813.24","4"
"11668","North America","Organic","812.4200000000001","6"
"10998","Latin America","Email","812.21","4"
"10703","Europe","Referral","812.15","3"
"10030","Middle East","Organic","811.02","3"
"11164","North America","Email","810.14","7"
"10269","Europe","Referral","809.35","4"
"10747","Latin America","Paid Search","808.73","3"
"10445","Latin America","Referral","808.47","9"
"11133","Europe","Paid Search","808.31","2"
"12311","North America","Organic","804.3000000000001","4"
"12559","Latin America","Organic","801.3299999999999","2"
"10249","Southeast Asia","Social Ads","799.77","4"
"11775","North America","Influencer","799.38","9"
"11378","North America","Referral","797.63","5"
"10988","Southeast Asia","Organic","796.91","4"
"11993","Southeast Asia","Social Ads","796.62","3"
"12722","Southeast Asia","Referral","796.35","5"
"10012","North America","Social Ads","794.5699999999999","2"
"11480","Europe","Referral","794.26","3"
"10415","Middle East","Paid Search","793.9200000000001","3"
"10096","Middle East","Influencer","792.73","4"
"12846","Europe","Influencer","792.29","1"
"10891","Europe","Email","791.97","4"
"11481","Europe","Organic","791.89","3"
"11843","Southeast Asia","Organic","791.77","5"
"12023","Southeast Asia","Social Ads","790.24","2"
"10304","Southeast Asia","Paid Search","789.76","2"
"11009","Middle East","Organic","787.52","4"
"10927","Middle East","Paid Search","784.9","2"
"12121","North America","Organic","784.6700000000001","3"
"10845","Europe","Email","784.2","5"
"10533","North America","Social Ads","783.22","2"
"12398","Southeast Asia","Organic","783.22","3"
"11238","Middle East","Email","782.66","6"
"12499","North America","Email","781.97","6"
"12351","Latin America","Paid Search","781.87","2"
"10160","Europe","Paid Search","780.81","1"
"12123","North America","Social Ads","779.4","3"
"10105","Latin America","Paid Search","779.22","1"
"11727","North America","Paid Search","779.1500000000001","3"
"11311","Europe","Email","778.37","3"
"12844","Europe","Social Ads","777.26","2"
"12712","North America","Social Ads","776.99","3"
"12264","North America","Paid Search","775.92","2"
"12350","Europe","Influencer","775.1","8"
"12176","Southeast Asia","Social Ads","774.84","4"
"10659","Europe","Paid Search","773.65","3"
"10474","Middle East","Organic","773.35","2"
"12856","Latin America","Organic","773.35","5"
"12389","North America","Organic","771.04","7"
"11632","Latin America","Social Ads","770.63","5"
"11359","Middle East","Paid Search","769.28","2"
"12510","Latin America","Organic","768.62","11"
"12224","Middle East","Organic","768.23","1"
"10778","North America","Organic","767.9200000000001","4"
"12299","Europe","Organic","765.05","3"
"10495","Middle East","Referral","765.01","4"
"11810","North America","Organic","764.26","4"
